id,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,month,year,Latitude,Longitude,precipitation,LAI,Temp,Disease_Category
2357,33rd week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,46,0,18,8,2017,12.22721295,79.07015555,0.399783575,8.0,301.88,Diarrheal Diseases
2358,33rd week,Telangana,Khammam,Dengue,42,0,14,8,2017,17.5,80.333333,0.541496437,11.0,305.23,Dengue
2359,33rd week,Uttar Pradesh,Budaun,Malaria,160,3,17,8,2017,28.06831165,79.04607312,0.056342712,10.0,300.6,Malaria
2360,33rd week,West Bengal,Purba Medinipur,Dengue,147,0,31,7,2017,22.06217445,87.83672383,1.59813157,5.0,303.3241667,Dengue
2361,33rd week,West Bengal,Purba Medinipur,Dengue,65,0,18,8,2017,22.06217445,87.83672383,0.625803777,5.0,304.09,Dengue
2362,33rd week,Arunachal Pradesh,Papum Pare,Acute Diarrhoeal Disease,112,1,3,8,2017,27.28636665,93.6187716,1.461355685,22.0,297.8933334,Diarrheal Diseases
2363,33rd week,Chandigarh,Chandigarh,Dengue,33,0,7,8,2017,30.72984395,76.78414567,1.805582248,14.0,301.485,Dengue
2364,33rd week,Kerala,Palakkad,Dengue,617,4,30,5,2017,10.78789845,76.47408711,0.65511714,14.0,304.315,Dengue
2365,33rd week,West Bengal,North 24 Parganas,Dengue,680,1,1,8,2017,22.642931,88.8930579,0.666804578,6.0,297.82,Dengue
2366,33rd week,West Bengal,Birbhum,Dengue,383,0,23,7,2017,24.0,87.583333,0.58138269,4.0,306.4,Dengue
2367,34th week,Bihar,Madhubani,Acute Diarrhoeal Disease,10,1,22,8,2017,26.350072,86.22914689,0.671007387,17.0,298.02,Diarrheal Diseases
2368,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,14,2,20,8,2017,24.818124,85.51855623,0.574852281,6.0,301.96500000000003,Diarrheal Diseases
2369,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,25,2,20,8,2017,24.818124,85.51855623,0.574852281,6.0,301.96500000000003,Diarrheal Diseases
2370,34th week,Jammu and Kashmir,Bandipora,Acute Diarrhoeal Disease,24,1,21,8,2017,34.4232433,74.635965,0.049967012,9.0,296.9233334,Diarrheal Diseases
2371,34th week,Karnataka,Dharwad,Cholera,78,0,22,8,2017,15.4540505,75.0066516,0.248986518,3.0,309.22,Diarrheal Diseases
2372,34th week,Karnataka,Haveri,Dengue,14,0,22,8,2017,14.7874825,75.3996731,0.531561967,11.0,298.13,Dengue
2373,34th week,Karnataka,Tumkur,Chikungunya,25,1,23,8,2017,13.3400771,77.1006208,0.310454548,4.0,301.9,Chikungunya
2374,34th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,14,0,25,8,2017,25.6035084,83.50745405,0.376948359,12.0,303.23,Diarrheal Diseases
2375,34th week,Uttar Pradesh,Jaunpur,Acute Diarrhoeal Disease,25,2,22,8,2017,25.7955927,82.48834098,0.333282454,17.0,300.96,Diarrheal Diseases
2376,34th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,17,3,13,8,2017,25.15247135,85.00687849,0.65322796,12.5,303.22,Diarrheal Diseases
2377,34th week,Bihar,Jamui,Malaria,5,1,10,8,2017,24.96785205,86.17351147,0.507187856,9.0,302.7066666,Malaria
2378,34th week,Karnataka,Tumkur,Chikungunya,34,1,24,7,2017,13.3400771,77.1006208,0.167918258,5.0,304.12,Chikungunya
2379,34th week,Karnataka,Udupi,Dengue,63,0,2,6,2017,13.3419169,74.7473232,1.017164019,8.5,302.715,Dengue
2380,34th week,Maharashtra,Nanded,Acute Gastroenteritis,27,0,14,4,2017,19.09400875,77.48319215,4.92e-05,4.0,320.0,Diarrheal Diseases
2381,34th week,West Bengal,North 24 Parganas,Dengue,757,1,1,8,2017,22.642931,88.8930579,0.666804578,6.0,297.82,Dengue
2382,34th week,West Bengal,Purba Medinipur,Dengue,186,0,31,7,2017,22.06217445,87.83672383,1.59813157,5.0,303.3241667,Dengue
2383,34th week,West Bengal,Purba Medinipur,Dengue,90,0,31,7,2017,22.06217445,87.83672383,1.59813157,5.0,303.3241667,Dengue
2384,35th week,Assam,Dibrugarh,Cholera,24,2,24,8,2017,27.4844597,94.9019447,0.401762508,22.0,291.265,Diarrheal Diseases
2385,35th week,Assam,Kamrup,Acute Diarrhoeal Disease,16,1,27,8,2017,26.12755515,91.29987148,0.630913043,15.0,301.42,Diarrheal Diseases
2386,35th week,Assam,Tinsukia,Acute Diarrhoeal Disease,280,2,29,8,2017,27.52016575,95.53063473,0.52379958,31.0,303.38,Diarrheal Diseases
2387,35th week,Bihar,Nawada,Acute Diarrhoeal Disease,19,1,27,8,2017,24.818124,85.51855623,0.271158262,13.0,303.6533334,Diarrheal Diseases
2388,35th week,Jammu and Kashmir,Shopian,Acute Diarrhoeal Disease,18,1,29,8,2017,33.718807,74.8333311,0.327336582,9.0,295.53,Diarrheal Diseases
2389,35th week,Karnataka,Bidar,Acute Diarrhoeal Disease,17,0,30,8,2017,18.083333,77.333333,1.507768512,14.0,301.46,Diarrheal Diseases
2390,35th week,Karnataka,Bidar,Acute Gastroenteritis,49,0,2,9,2017,18.083333,77.333333,1.150282197,14.0,303.04,Diarrheal Diseases
2391,35th week,Karnataka,Gadag,Acute Gastroenteritis,15,0,29,8,2017,15.4206667,75.6225644,0.746972072,4.0,303.68,Diarrheal Diseases
2392,35th week,Karnataka,Haveri,Acute Gastroenteritis,31,0,30,8,2017,14.7874825,75.3996731,0.957321625,18.0,296.925,Diarrheal Diseases
2393,35th week,Madhya Pradesh,Khandwa,Chikungunya,45,1,29,8,2017,21.9778642,76.56882823,0.756473563,11.0,301.03,Chikungunya
2394,35th week,Madhya Pradesh,Khargone,Chikungunya,41,0,25,8,2017,21.825599,75.614182,0.635998104,8.0,298.2,Chikungunya
2395,35th week,Telangana,Sangareddy,Acute Diarrhoeal Disease,27,1,28,8,2017,17.86859205,77.82281995,0.545691924,9.0,300.36,Diarrheal Diseases
2396,35th week,Uttar Pradesh,Mau,Acute Diarrhoeal Disease,10,1,31,8,2017,26.0376878,83.49793418,0.622992348,16.0,301.3066666,Diarrheal Diseases
2397,35th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,97,0,4,9,2017,24.0,87.583333,0.808914455,18.0,296.27,Diarrheal Diseases
2398,35th week,Bihar,Jamui,Acute Diarrhoeal Disease,12,1,21,8,2017,24.96785205,86.17351147,0.975457555,10.0,298.25,Diarrheal Diseases
2399,35th week,Chandigarh,Chandigarh,Dengue,77,0,7,8,2017,30.72984395,76.78414567,1.805582248,14.0,301.485,Dengue
2400,35th week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,26,5,14,8,2017,19.11912825,81.82918649,0.815408411,8.0,298.52,Diarrheal Diseases
2401,35th week,Karnataka,Tumkur,Dengue And Chikungunya,15,1,23,8,2017,13.3400771,77.1006208,0.310454548,4.0,301.9,Dengue-Chikungunya
2402,35th week,Maharashtra,Sindhudurg,Malaria,11,1,23,8,2017,16.1357193,73.6522086,1.135270023,13.0,298.35,Malaria
2403,35th week,Manipur,Imphal West,Dengue,164,1,4,6,2017,24.757326,93.85847858,1.408557683,28.0,303.3241667,Dengue
2404,35th week,West Bengal,Birbhum,Dengue,383,0,23,7,2017,24.0,87.583333,0.58138269,4.0,306.4,Dengue
2405,36th week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,24,0,3,9,2017,16.99842865,81.71561488,0.324461538,20.0,300.93,Diarrheal Diseases
2406,36th week,Bihar,Bhabua,Acute Diarrhoeal Disease,17,1,9,9,2017,25.07634815,83.63359776,0.302664265,19.0,302.3766666,Diarrheal Diseases
2407,36th week,Bihar,Nawada,Acute Diarrhoeal Disease,9,3,3,9,2017,24.818124,85.51855623,0.629891019,17.0,303.68,Diarrheal Diseases
2408,36th week,Bihar,West Champaran,Acute Diarrhoeal Disease,13,2,2,9,2017,26.6919717,84.5796928,0.780164959,14.0,302.02,Diarrheal Diseases
2409,36th week,Maharashtra,Beed,Acute Gastroenteritis,14,1,6,9,2017,18.9918442,75.909784,0.059011175,12.0,304.24,Diarrheal Diseases
2410,36th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,20,1,3,9,2017,20.84288265,75.52612464,0.387581621,17.0,302.8266666,Diarrheal Diseases
2411,36th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,40,1,4,9,2017,17.1726928,74.58676543,0.225798301,16.0,298.975,Diarrheal Diseases
2412,36th week,Telangana,Khammam,Dengue,16,0,4,9,2017,17.5,80.333333,0.101861005,15.0,301.76,Dengue
2413,36th week,Uttar Pradesh,Amethi,Acute Diarrhoeal Disease,47,1,1,9,2017,26.34738315,81.62387832,0.677680561,20.0,299.55,Diarrheal Diseases
2414,36th week,Uttarakhand,Tehri Garhwal,Acute Diarrhoeal Disease,7,1,5,9,2017,30.5,78.666667,1.526703808,9.0,288.02,Diarrheal Diseases
2415,36th week,Assam,Lakhimpur,Acute Diarrhoeal Disease,8,2,28,8,2017,27.0827158,93.9978423,0.262439787,9.0,303.065,Diarrheal Diseases
2416,36th week,Bihar,Nawada,Acute Diarrhoeal Disease,14,2,30,8,2017,24.818124,85.51855623,0.382324461,17.0,306.0,Diarrheal Diseases
2417,36th week,Himachal Pradesh,Solan,Dengue,10,2,25,8,2017,30.92589585,77.08200509,0.583312629,34.0,295.9,Dengue
2418,36th week,Karnataka,Chikkaballapur,Dengue,95,1,31,7,2017,13.6102243,77.5127721,0.099724182,6.0,306.624,Dengue
2419,36th week,Karnataka,Tumkur,Dengue And Chikungunya,32,1,17,8,2017,13.3400771,77.1006208,0.434189903,4.0,303.21,Dengue-Chikungunya
2420,36th week,Maharashtra,Sangli,Dengue,11,1,16,8,2017,17.1726928,74.58676543,0.140404585,11.0,303.96,Dengue
2421,36th week,Jammu and Kashmir,Pulwama,Acute Diarrhoeal Disease,31,1,5,8,2017,33.89829355,74.89634094,0.950164655,10.5,286.6633334,Diarrheal Diseases
2422,36th week,Maharashtra,Kolhapur,Malaria,6,1,25,7,2017,16.7028412,74.2405329,0.728438827,7.0,298.91,Malaria
2423,36th week,West Bengal,North 24 Parganas,Dengue,806,1,4,8,2017,22.642931,88.8930579,0.82374122,8.0,295.91,Dengue
2424,36th week,West Bengal,Purba Medinipur,Dengue,104,0,18,8,2017,22.06217445,87.83672383,0.625803777,5.0,304.09,Dengue
2425,37th week,Assam,Nagaon,Acute Diarrhoeal Disease,13,2,12,9,2017,26.30414915,92.71605974,0.947265762,24.0,301.93,Diarrheal Diseases
2426,37th week,Bihar,Bhabua,Acute Diarrhoeal Disease,14,1,14,9,2017,25.07634815,83.63359776,0.452713333,19.0,301.668,Diarrheal Diseases
2427,37th week,Bihar,Bhabua,Acute Diarrhoeal Disease,26,2,14,9,2017,25.07634815,83.63359776,0.452713333,19.0,301.668,Diarrheal Diseases
2428,37th week,Bihar,Madhubani,Acute Diarrhoeal Disease,13,1,10,9,2017,26.350072,86.22914689,0.206848088,20.0,301.284,Diarrheal Diseases
2429,37th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,54,3,7,9,2017,26.1486581,85.34001282,0.382598924,17.0,300.196,Diarrheal Diseases
2430,37th week,Gujarat,Surat,Acute Diarrhoeal Disease,18,0,13,9,2017,21.19177615,72.95441578,0.751357924,8.0,304.8733334,Diarrheal Diseases
2431,37th week,Jammu and Kashmir,Leh (Ladakh),Acute Gastroenteritis,30,1,11,9,2017,34.1634271,77.5843437,0.097078593,5.0,293.0166666,Diarrheal Diseases
2432,37th week,Karnataka,Mandya,Dengue And Chikungunya,111,0,12,9,2017,12.5238888,76.8961961,0.544012905,11.0,302.18,Dengue-Chikungunya
2433,37th week,Karnataka,Raichur,Chikungunya,11,0,13,9,2017,16.083333,77.166667,0.34379597,9.0,303.42,Chikungunya
2434,37th week,Karnataka,Shimoga,Dengue And Chikungunya,18,2,11,9,2017,13.9326093,75.574978,0.84620837,17.0,299.5666666,Dengue-Chikungunya
2435,37th week,Karnataka,Tumkur,Chikungunya,10,1,8,9,2017,13.3400771,77.1006208,0.687562829,8.0,302.42,Chikungunya
2436,37th week,Karnataka,Tumkur,Chikungunya,22,1,5,9,2017,13.3400771,77.1006208,0.226500979,8.0,307.41,Chikungunya
2437,37th week,Madhya Pradesh,Barwani,Dengue,18,1,12,9,2017,22.0333621,74.8978374,0.168926448,20.0,303.185,Dengue
2438,37th week,Madhya Pradesh,Khandwa,Chikungunya,27,1,16,9,2017,21.9778642,76.56882823,1.010341305,17.0,304.9,Chikungunya
2439,37th week,Madhya Pradesh,Raisen,Malaria,13,2,13,9,2017,23.25,78.083333,0.398245961,16.0,304.91,Malaria
2440,37th week,Maharashtra,Aurangabad,Dengue,18,1,12,9,2017,19.877263,75.3390241,0.194173318,9.0,300.8533334,Dengue
2441,37th week,Uttar Pradesh,Bara-Banki,Acute Diarrhoeal Disease,15,1,10,9,2017,26.9013312,81.2151601,0.061151483,20.0,301.15,Diarrheal Diseases
2442,37th week,Assam,Kamrup,Acute Diarrhoeal Disease,25,1,5,9,2017,26.12755515,91.29987148,1.015994235,9.0,300.98,Diarrheal Diseases
2443,37th week,Bihar,Vaishali,Acute Diarrhoeal Disease,21,1,18,8,2017,25.95322565,85.1445776,1.487610193,7.0,303.3241667,Diarrheal Diseases
2444,37th week,Goa,South Goa,Dengue,179,0,3,8,2017,15.21961365,74.1152813,0.638109307,15.0,297.96,Dengue
2445,37th week,Karnataka,Tumkur,Dengue,30,1,4,9,2017,13.3400771,77.1006208,0.346798257,6.0,307.41,Dengue
2446,37th week,Maharashtra,Latur,Acute Diarrhoeal Disease,12,0,3,9,2017,18.35159075,76.75542361,0.691853904,18.0,301.955,Diarrheal Diseases
2447,37th week,Maharashtra,Latur,Acute Diarrhoeal Disease,22,0,3,9,2017,18.35159075,76.75542361,0.691853904,18.0,301.955,Diarrheal Diseases
2448,37th week,Maharashtra,Wardha,Acute Diarrhoeal Disease,15,1,6,9,2017,20.82562315,78.6131455,0.097316204,19.0,303.672,Diarrheal Diseases
2449,38th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,29,1,19,9,2017,22.0059254,81.2332055,0.535297687,16.0,302.99,Diarrheal Diseases
2450,38th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,34,0,21,9,2017,24.0294885,73.0459884,0.332992785,21.5,303.0533334,Diarrheal Diseases
2451,38th week,Karnataka,Hassan,Acute Gastroenteritis,4,2,17,9,2017,13.0070817,76.0992703,0.271138489,12.0,301.5266666,Diarrheal Diseases
2452,38th week,Maharashtra,Ahmednagar,Chikungunya,28,1,17,9,2017,19.1627725,74.8580243,0.832104287,6.0,297.44,Chikungunya
2453,38th week,Maharashtra,Nagpur,Dengue,5,1,15,9,2017,21.1498134,79.0820556,1.03122049,13.0,300.6,Dengue
2454,38th week,Maharashtra,Sindhudurg,Malaria,5,1,16,9,2017,16.1357193,73.6522086,0.741407708,11.0,302.0466666,Malaria
2455,38th week,Tamil Nadu,Thiruvallur,Dengue,36,0,18,9,2017,13.13014755,79.92435386,0.366047148,10.0,302.5,Dengue
2456,38th week,Assam,Kokrajhar,Dengue,4,1,10,9,2017,26.58687695,90.29293105,0.852476454,24.0,297.36,Dengue
2457,38th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,15,3,13,9,2017,26.1486581,85.34001282,0.257298978,14.5,302.845,Diarrheal Diseases
2458,38th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,48,1,8,8,2017,21.6783969,81.43047623,0.551561137,6.0,303.3241667,Diarrheal Diseases
2459,38th week,West Bengal,Malda,Dengue And Chikungunya,493,1,9,7,2017,25.0057449,88.1398483,1.295882154,4.0,300.38,Dengue-Chikungunya
2460,38th week,West Bengal,Malda,Acute Diarrhoeal Disease,124,1,10,9,2017,25.0057449,88.1398483,0.291647585,16.0,301.96,Diarrheal Diseases
2461,38th week,West Bengal,Nadia,Dengue,124,0,21,8,2017,23.48454125,88.55676307,0.912907153,9.0,301.19,Dengue
2462,38th week,West Bengal,North 24 Parganas,Dengue,794,1,4,8,2017,22.642931,88.8930579,0.82374122,8.0,295.91,Dengue
2463,38th week,West Bengal,North 24 Parganas,Dengue,834,1,4,8,2017,22.642931,88.8930579,0.82374122,8.0,295.91,Dengue
2464,39th week,Gujarat,Valsad,Acute Diarrhoeal Disease,32,0,26,9,2017,20.43219565,73.1409893,0.402017936,27.0,299.2933334,Diarrheal Diseases
2465,39th week,Maharashtra,Aurangabad,Dengue,25,1,23,9,2017,19.877263,75.3390241,0.706794787,19.0,301.12,Dengue
2466,39th week,Maharashtra,Beed,Dengue And Chikungunya,25,1,25,9,2017,18.9918442,75.909784,0.927456061,18.0,300.5466666,Dengue-Chikungunya
2467,39th week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,107,1,19,9,2017,16.7028412,74.2405329,0.717267795,5.0,304.32,Diarrheal Diseases
2468,39th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,33,0,13,9,2017,20.0112475,73.7902364,0.730307892,8.0,297.775,Diarrheal Diseases
2469,39th week,Maharashtra,Pune,Dengue,26,1,12,5,2017,18.521428,73.8544541,0.087474673,6.0,317.99,Dengue
2470,39th week,Maharashtra,Pune,Dengue,8,1,29,7,2017,18.521428,73.8544541,0.841370185,11.0,297.71,Dengue
2471,39th week,Maharashtra,Pune,Dengue,6,1,29,8,2017,18.521428,73.8544541,0.701842124,7.0,300.3,Dengue
2472,39th week,Maharashtra,Pune,Dengue,40,1,19,8,2017,18.521428,73.8544541,0.271766356,8.0,300.71,Dengue
2473,39th week,Maharashtra,Pune,Chikungunya,128,1,12,6,2017,18.521428,73.8544541,0.471897797,6.0,310.84,Chikungunya
2474,39th week,Maharashtra,Pune,Chikungunya,10,1,4,9,2017,18.521428,73.8544541,0.837679142,13.0,296.48,Chikungunya
2475,39th week,Maharashtra,Pune,Dengue,13,2,28,9,2017,18.521428,73.8544541,0.281113335,19.0,302.6933334,Dengue
2476,39th week,Odisha,Jajpur,Acute Gastroenteritis,21,1,27,9,2017,20.8522696,86.3385714,0.316781847,20.0,302.0933334,Diarrheal Diseases
2477,39th week,Puducherry,Pondicherry,Dengue,55,1,18,9,2017,11.9340568,79.8306447,0.398530994,11.0,293.86,Dengue
2478,39th week,Tamil Nadu,Madurai,Dengue,77,0,27,9,2017,9.9261153,78.1140983,0.01214872,8.0,312.515,Dengue
2479,39th week,West Bengal,Nadia,Dengue,284,0,21,8,2017,23.48454125,88.55676307,0.912907153,9.0,301.19,Dengue
2480,40th week,Assam,Sonitpur (Tezpur),Acute Diarrhoeal Disease,11,1,3,10,2017,26.6265106,92.8002917,1.798216382,32.0,293.2333334,Diarrheal Diseases
2481,40th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,22,1,1,10,2017,22.8092139,86.2091549,0.51846497,15.0,301.88,Diarrheal Diseases
2482,40th week,Kerala,Thiruvananthapuram,Acute Diarrhoeal Disease,86,1,4,10,2017,8.4882267,76.947551,0.551081694,28.0,303.585,Diarrheal Diseases
2483,40th week,Madhya Pradesh,Khargone,Chikungunya,32,0,2,10,2017,21.825599,75.614182,0.006299255,20.0,304.676,Chikungunya
2484,40th week,Maharashtra,Nagpur,Dengue,529,4,4,10,2017,21.1498134,79.0820556,0.011035356,25.0,303.94,Dengue
2485,40th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,19,1,28,9,2017,17.1726928,74.58676543,0.323874533,18.0,302.74,Diarrheal Diseases
2486,40th week,Tamil Nadu,Tiruvallur,Dengue,47,1,7,10,2017,13.1394221,79.9070839,0.707028889,9.0,308.01,Dengue
2487,40th week,Delhi,South Delhi,Dengue,22,1,18,9,2017,28.4851694,77.1963652,0.001552962,9.0,307.648,Dengue
2488,40th week,Madhya Pradesh,Barwani,Chikungunya,126,1,18,9,2017,22.0333621,74.8978374,1.206248664,12.0,302.81,Chikungunya
2489,40th week,Maharashtra,Sangli,Dengue,58,1,19,8,2017,17.1726928,74.58676543,0.131218052,11.0,302.52,Dengue
2490,40th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,11,1,15,9,2017,25.1265777,83.24965577,0.312723569,17.0,303.37,Diarrheal Diseases
2491,40th week,Chandigarh,Chandigarh,Dengue,294,0,7,8,2017,30.72984395,76.78414567,1.805582248,14.0,301.485,Dengue
2492,41st week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,67,0,9,10,2017,16.99842865,81.71561488,0.578067613,17.0,298.09,Diarrheal Diseases
2493,41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,8,2,9,10,2017,26.1486581,85.34001282,0.07857445,14.0,302.116,Diarrheal Diseases
2494,41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,20,3,9,10,2017,26.1486581,85.34001282,0.07857445,14.0,302.116,Diarrheal Diseases
2495,41st week,Karnataka,Bidar,Acute Diarrhoeal Disease,24,0,10,10,2017,18.083333,77.333333,0.569458928,11.0,306.32,Diarrheal Diseases
2496,41st week,Karnataka,Chikkaballapura,Chikungunya,36,1,9,10,2017,13.4358702,77.7312434,0.62981402,15.0,298.28,Chikungunya
2497,41st week,Karnataka,Dharwad,Acute Diarrhoeal Disease,97,0,13,10,2017,15.4540505,75.0066516,0.38955574,4.0,307.33,Diarrheal Diseases
2498,41st week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,17,1,15,10,2017,17.166667,77.083333,0.789116349,15.0,302.26,Diarrheal Diseases
2499,41st week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,22,1,15,10,2017,17.166667,77.083333,0.789116349,15.0,302.26,Diarrheal Diseases
2500,41st week,Karnataka,Mandya,Acute Diarrhoeal Disease,11,0,10,10,2017,12.5238888,76.8961961,0.20485458,9.0,296.536,Diarrheal Diseases
2501,41st week,Kerala,Thiruvananthapuram,Acute Gastroenteritis,86,1,9,10,2017,8.4882267,76.947551,0.433692681,35.0,300.64,Diarrheal Diseases
2502,41st week,Madhya Pradesh,Morena,Malaria,3,0,7,10,2017,26.166667,77.5,5.48e-05,12.0,311.28,Malaria
2503,41st week,Maharashtra,Osmanabad,Acute Encephalitis Syndrome,24,1,7,10,2017,18.16984395,76.11796321,0.315761366,12.0,308.41,Encephalitis
2504,41st week,Uttarakhand,Udham Singh Nagar,Dengue,9,1,9,10,2017,29.0480988,79.43131332,0.013709211,35.0,298.8566666,Dengue
2505,41st week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,85,2,13,10,2017,25.1010477,82.62574936,0.224511468,16.0,304.195,Diarrheal Diseases
2506,41st week,Bihar,Munger,Acute Diarrhoeal Disease,10,0,4,10,2017,25.22081165,86.51720367,0.580811162,15.0,299.58,Diarrheal Diseases
2507,41st week,Bihar,Muzaffarpur,Dengue,21,3,7,8,2017,26.1486581,85.34001282,1.236105823,7.0,302.76,Dengue
2508,41st week,Karnataka,Tumkur,Dengue And Chikungunya,31,1,2,10,2017,13.3400771,77.1006208,1.146909927,8.0,301.491,Dengue-Chikungunya
2509,41st week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,12,1,4,10,2017,22.0333621,74.8978374,0.000933583,14.0,309.0633334,Diarrheal Diseases
